"","X","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes","categories","hours","split_categories","X","ByAppointmentOnly","BusinessAcceptsCreditCards","BikeParking","RestaurantsPriceRange2","CoatCheck","RestaurantsTakeOut","RestaurantsDelivery","Caters","WiFi","BusinessParking","WheelchairAccessible","HappyHour","OutdoorSeating","HasTV","RestaurantsReservations","DogsAllowed","Alcohol","GoodForKids","RestaurantsAttire","Ambience","RestaurantsTableService","RestaurantsGoodForGroups","DriveThru","NoiseLevel","GoodForMeal","BusinessAcceptsBitcoin","Smoking","Music","GoodForDancing","AcceptsInsurance","BestNights","BYOB","Corkage","BYOBCorkage","HairSpecializesIn","Open24Hours","RestaurantsCounterService","AgesAllowed","DietaryRestrictions"
"39",8433,"hJnW5-ovJQkecq0EZhHaKw","DoDo Bakery","2653 S 11th St","Philadelphia","PA",19148,39.9163107,-75.1659042976,4.5,12,1,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Coffee & Tea, Bubble Tea, Custom Cakes, Bakeries, Food","{'Monday': '0:0-0:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0', 'Saturday': '7:30-18:0', 'Sunday': '7:30-18:0'}","['Coffee & Tea', 'Bubble Tea', 'Custom Cakes', 'Bakeries', 'Food']",22219,"","True","",2,"","True","","","","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","True","True","True","True","","u'full_bar'","False","u'casual'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","","True","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"40",8561,"kqbZ8euPJFYrIbeMJXPkzg","The Bar by Bluebird Distilling at the Bourse","111 S Independence Mall E","Philadelphia","PA",19106,39.9497563,-75.1480623,4,14,1,"{'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'HappyHour': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True'}","Cocktail Bars, Bars, Nightlife","{'Monday': '13:0-23:0', 'Tuesday': '13:0-23:0', 'Wednesday': '13:0-23:0', 'Thursday': '13:0-23:0', 'Friday': '13:0-23:0', 'Saturday': '13:0-23:0', 'Sunday': '13:0-23:0'}","['Cocktail Bars', 'Bars', 'Nightlife']",22682,"False","True","True",2,"","True","True","True","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}","True","False","False","False","True","False","u'beer_and_wine'","True","u'casual'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"41",8884,"t6KsC3otfr9PUK3d0pSS3g","Whitman Cleaners","1530 Packer Ave","Philadelphia","PA",19145,39.9113386,-75.1750841,2.5,5,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Laundry Services, Local Services, Dry Cleaning & Laundry","","['Laundry Services', 'Local Services', 'Dry Cleaning & Laundry']",23646,"","True","True",2,"","True","False","True","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","True","False","True","","u'none'","False","u'casual'","{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","True","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"42",8944,"pDurCski6kcl8mcXmpcKKw","Ace of Steaks","3020 S Broad St","Philadelphia","PA",19145,39.9126407143,-75.1728923991,4.5,31,1,"{'Alcohol': ""u'none'"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}""}","Restaurants, Cheesesteaks, Sandwiches, Burgers","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}","['Restaurants', 'Cheesesteaks', 'Sandwiches', 'Burgers']",23843,"","True","True",2,"","True","False","True","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","True","False","True","","u'full_bar'","False","u'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","","True","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"43",8974,"YAYIiWShAU4R9z-xNUqVig","Logan Circle","200 N 19th St","Philadelphia","PA",19103,39.9585853,-75.1706228,4.5,36,1,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Active Life, Local Flavor, Parks","","['Active Life', 'Local Flavor', 'Parks']",23956,"","True","",2,"","True","False","","","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","False","True","True","","u'full_bar'","False","u'casual'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","","True","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"44",9320,"NBlB85ch_WCxYJ4fPWHxJA","MexiCali","38th & Walnut","Philadelphia","PA",19104,39.954940073,-75.2023024894,4.5,50,1,"{'OutdoorSeating': 'False', 'WiFi': ""'no'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'none'"", 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True'}","Mexican, Food Trucks, Restaurants, Food","","['Mexican', 'Food Trucks', 'Restaurants', 'Food']",25306,"","True","",2,"","True","False","","u'no'","{'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': False}","","","True","True","True","","'full_bar'","True","'dressy'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}","","True","","u'quiet'","","","","","",NA,"","","","'no'",NA,NA,NA,NA,NA
"45",10130,"n4Ns3xLRhpkRwglwiQGKVA","Rodeway Inn Center City","1208 Walnut St","Philadelphia","PA",19107,39.948766,-75.161061,2.5,119,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}","['Event Planning & Services', 'Hotels & Travel', 'Hotels']",28026,"","True","True",2,"","True","False","True","u'free'","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","False","True","True","","u'full_bar'","True","u'casual'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","","True","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"46",10150,"AfassS1QI0DHsqwuof9-lA","Dirty Franks","347 S 13th St","Philadelphia","PA",19107,39.9453923,-75.1627698,3.5,290,1,"{'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'False', 'HappyHour': 'True', 'GoodForDancing': 'False', 'Alcohol': ""'full_bar'"", 'Smoking': ""'no'"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'CoatCheck': 'False', 'WheelchairAccessible': 'True', 'HasTV': 'True', 'Ambience': ""{u'divey': True, u'hipster': None, u'casual': None, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}"", 'Music': ""{'dj': False, 'background_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}"", 'WiFi': ""'no'"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsReservations': 'False'}","Arts & Entertainment, Bars, Jazz & Blues, Dive Bars, Nightlife","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}","['Arts & Entertainment', 'Bars', 'Jazz & Blues', 'Dive Bars', 'Nightlife']",28034,"","False","",2,"","True","False","True","u'free'","","","","True","False","True","","'none'","True","'casual'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","True","","u'quiet'","","False","","","",NA,"","","","",NA,NA,NA,NA,NA
"47",10313,"eMiN8nm70jjKg8izikVWDA","Chickie's & Pete's","1526 Packer Ave","Philadelphia","PA",19145,39.9114175,-75.1745111,3.5,590,1,"{'GoodForKids': 'True', 'Corkage': 'False', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BYOBCorkage': ""'no'"", 'Caters': 'True', 'NoiseLevel': ""u'loud'"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'Smoking': ""u'no'"", 'WheelchairAccessible': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'HappyHour': 'True', 'RestaurantsTableService': 'True', 'GoodForDancing': 'False', 'Alcohol': ""'full_bar'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'RestaurantsDelivery': 'True', 'DogsAllowed': 'False', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'CoatCheck': 'False', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Seafood, Nightlife, Sports Bars, Bars, Restaurants, American (New)","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}","['Seafood', 'Nightlife', 'Sports Bars', 'Bars', 'Restaurants', 'American (New)']",28206,"","True","True",1,"","True","True","True","u'free'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","True","True","False","True","","u'none'","True","u'casual'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","","True","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"48",10347,"C73qKghiS8ZoFM6E9DYkQg","City Nails","1500 John F Kennedy Blvd","Philadelphia","PA",19103,39.953549,-75.165458,2,63,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Beauty & Spas, Nail Salons","","['Beauty & Spas', 'Nail Salons']",28420,"False","True","False",1,"","True","True","False","u'free'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","False","True","True","False","u'none'","True","u'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","True","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"49",10484,"Q4vYTHejsVkm6cA8qOJXUg","Rittenhouse Claridge","201 S 18th St","Philadelphia","PA",19103,39.9498321,-75.1703161,3.5,19,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Home Services, Real Estate, Apartments","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '11:0-15:30'}","['Home Services', 'Real Estate', 'Apartments']",29030,"","True","True",2,"","True","","","","","","True","False","True","True","","","False","u'casual'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}","","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': True, 'breakfast': False}","","","{'dj': False}","False",NA,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}","","","",NA,NA,NA,NA,NA
"50",11165,"fvnh3uojBa47ooZPyF7-2w","Wilson Famous Blue Ribbon Meats","2325 E Venango St","Philadelphia","PA",19134,39.9946476,-75.0964736,3,6,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1'}","Specialty Food, Meat Shops, Food, Shopping, Restaurants, Chicken Wings, Wholesale Stores","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-16:0'}","['Specialty Food', 'Meat Shops', 'Food', 'Shopping', 'Restaurants', 'Chicken Wings', 'Wholesale Stores']",30916,"","True","",1,"","None","None","","","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","False","True","True","","'none'","True","'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","False","True","","'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"51",11644,"NOiZcmPRZyDNSnvLo-c5Tw","Koresh Dance Company","2002 Rittenhouse Sq","Philadelphia","PA",19103,39.9486297,-75.1746479,3.5,40,1,"{'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'False', 'GoodForKids': 'True'}","Dance Studios, Fitness & Instruction, Active Life, Education, Arts & Entertainment, Specialty Schools, Dance Schools, Performing Arts","{'Monday': '10:0-20:30', 'Tuesday': '10:0-20:30', 'Wednesday': '10:0-20:30', 'Thursday': '10:0-20:30', 'Friday': '10:0-19:15', 'Saturday': '10:0-15:30'}","['Dance Studios', 'Fitness & Instruction', 'Active Life', 'Education', 'Arts & Entertainment', 'Specialty Schools', 'Dance Schools', 'Performing Arts']",31935,"","True","True",3,"True","False","False","True","u'free'","{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}","True","True","True","True","True","True","u'full_bar'","False","'casual'","{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","True","True","","u'quiet'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","False","u'outdoor'","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}","False",NA,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}","","","",NA,NA,NA,NA,NA
"52",11951,"97BnuM-u5MwG71m_s9p4Iw","Potato Corner","1001 Market St, Ste K07","Philadelphia","PA",19107,39.9521727155,-75.1555366884,4,6,1,"{'RestaurantsTakeOut': 'None', 'RestaurantsDelivery': 'None'}","Food, Food Stands, Chicken Wings, Restaurants, Fast Food, Specialty Food","","['Food', 'Food Stands', 'Chicken Wings', 'Restaurants', 'Fast Food', 'Specialty Food']",32714,"","True","True",NA,"","True","True","True","u'free'","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","True","","False","True","False","False","u'none'","","","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","False","","","","","False","","","",NA,"","","","",NA,NA,NA,NA,NA
"53",12499,"cvaUrsEX7RnD0XOCwscqYA","Solomon, Sherman & Gabay","1628 John F Kennedy Blvd, Ste 2200","Philadelphia","PA",19103,39.9538,-75.167743,4,5,1,"","Professional Services, Workers Compensation Law, Estate Planning Law, General Litigation, Lawyers, Personal Injury Law","{'Monday': '8:30-18:0', 'Tuesday': '8:30-18:0', 'Wednesday': '8:30-18:0', 'Thursday': '8:30-18:0', 'Friday': '8:30-18:0'}","['Professional Services', 'Workers Compensation Law', 'Estate Planning Law', 'General Litigation', 'Lawyers', 'Personal Injury Law']",33873,"","True","True",2,"","True","False","","'no'","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","False","True","","","u'full_bar'","True","u'casual'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","True","","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"54",12762,"zVNktUm3KRhAz_613zCSOQ","Computer Guy","430 Fairmount Ave","Philadelphia","PA",19123,39.9627603,-75.1457364,4.5,13,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Computers, Professional Services, Web Design, Shopping, Local Services, IT Services & Computer Repair","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}","['Computers', 'Professional Services', 'Web Design', 'Shopping', 'Local Services', 'IT Services & Computer Repair']",34959,"","True","True",2,"False","True","True","False","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","True","False","True","True","","u'full_bar'","True","u'casual'","{'touristy': False, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}","True","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","","","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}","False",NA,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}","","","",NA,NA,NA,NA,NA
"55",12825,"ceSjm0nHamTmAd1tWcuDhw","Bread & Butter Philly - Breakfast Junction","1517 E Wadsworth Ave","Philadelphia","PA",19150,40.0797906,-75.1736235982,4.5,22,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'HappyHour': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""'average'"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'None', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True'}","Food, American (Traditional), Breakfast & Brunch, Juice Bars & Smoothies, Restaurants","{'Monday': '6:0-15:0', 'Tuesday': '6:0-15:0', 'Wednesday': '6:0-15:0', 'Thursday': '6:0-15:0', 'Friday': '6:0-15:0', 'Saturday': '6:0-15:0', 'Sunday': '7:0-15:0'}","['Food', 'American (Traditional)', 'Breakfast & Brunch', 'Juice Bars & Smoothies', 'Restaurants']",35130,"","True","True",3,"True","True","True","False","u'free'","{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}","True","True","False","True","True","False","u'full_bar'","False","u'dressy'","{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","True","True","","u'quiet'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","False","u'no'","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","",NA,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}","","","",NA,NA,NA,NA,NA
"56",12853,"SRt_CBBo9a7MuW629T0egw","Hair Cuttery","47 Snyder Ave","Philadelphia","PA",19148,39.9218578029,-75.147066,3.5,23,1,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'HairSpecializesIn': ""{u'africanamerican': False, u'asian': False, u'curly': True, u'perms': True, u'extensions': True, u'straightperms': False, u'coloring': True, u'kids': True}""}","Beauty & Spas, Hair Stylists, Men's Hair Salons, Hair Salons","{'Monday': '0:0-0:0', 'Tuesday': '9:0-19:30', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '8:0-19:0', 'Sunday': '9:0-18:0'}","['Beauty & Spas', 'Hair Stylists', ""Men's Hair Salons"", 'Hair Salons']",35183,"","True","",1,"","True","True","","","","","","","","False","","","True","","","","","","","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"57",12875,"YvPNkMeeKmilYrGW-Akuuw","Coco Blue Nail & Spa","108 N 2nd St, Ste 102","Philadelphia","PA",19106,39.9522849,-75.1435245,3.5,89,1,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True'}","Waxing, Hair Removal, Nail Salons, Massage, Beauty & Spas","{'Monday': '10:0-19:30', 'Tuesday': '10:0-19:30', 'Wednesday': '10:0-19:30', 'Thursday': '10:0-19:30', 'Friday': '10:0-19:30', 'Saturday': '9:30-18:30', 'Sunday': '10:0-18:30'}","['Waxing', 'Hair Removal', 'Nail Salons', 'Massage', 'Beauty & Spas']",35267,"","","",2,"","False","True","","u'no'","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","False","","","","u'none'","True","u'casual'","","","","","","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"58",12963,"lqXcdf0Ndh8W7LihWPSYuA","Dunne Law Offices","1515 Market St, Ste 1200","Philadelphia","PA",19102,39.9529853,-75.1658929,5,6,1,"","Professional Services, Divorce & Family Law, Bankruptcy Law, Personal Injury Law, Lawyers","{'Monday': '8:30-18:30', 'Tuesday': '8:30-18:30', 'Wednesday': '8:30-18:30', 'Thursday': '8:30-18:30', 'Friday': '8:30-18:30', 'Saturday': '8:30-18:30'}","['Professional Services', 'Divorce & Family Law', 'Bankruptcy Law', 'Personal Injury Law', 'Lawyers']",35778,"","","",NA,"","True","","","","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","True","","","","","","","","","","","","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"59",13128,"TOOuPArV9vEpf8YhVRuzjw","Yoon's Auto Repair","6701 N 5th St","Philadelphia","PA",19126,40.0534449,-75.1264211,2.5,7,1,"","Automotive, Auto Repair","{'Monday': '8:0-17:30', 'Tuesday': '8:0-17:30', 'Wednesday': '8:0-17:30', 'Thursday': '8:0-17:30', 'Friday': '8:0-17:30', 'Saturday': '8:0-15:30'}","['Automotive', 'Auto Repair']",36319,"","True","",NA,"","","True","","","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","","False","False","","u'none'","","","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","","","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
