"","X","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes","categories","hours","split_categories","price","X","ByAppointmentOnly","BusinessAcceptsCreditCards","BikeParking","RestaurantsPriceRange2","CoatCheck","RestaurantsTakeOut","RestaurantsDelivery","Caters","WiFi","BusinessParking","WheelchairAccessible","HappyHour","OutdoorSeating","HasTV","RestaurantsReservations","DogsAllowed","Alcohol","GoodForKids","RestaurantsAttire","Ambience","RestaurantsTableService","RestaurantsGoodForGroups","DriveThru","NoiseLevel","GoodForMeal","BusinessAcceptsBitcoin","Smoking","Music","GoodForDancing","AcceptsInsurance","BestNights","BYOB","Corkage","BYOBCorkage","HairSpecializesIn","Open24Hours","RestaurantsCounterService","AgesAllowed","DietaryRestrictions"
"87",39620,"EvYeRMbG9XlEkafCJfnovA","Bruno's","9800 Germantown Pike","Philadelphia","PA",19118,40.086094,-75.230789,3,114,1,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Corkage': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BYOB': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'HasTV': 'False'}","Italian, Brazilian, Coffee & Tea, Breakfast & Brunch, Breweries, Restaurants, Brewpubs, Food","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}","['Italian', 'Brazilian', 'Coffee & Tea', 'Breakfast & Brunch', 'Breweries', 'Restaurants', 'Brewpubs', 'Food']",1,39620,"","True","True",1,"","True","True","","u'free'","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}","","","True","False","False","True","u'none'","True","u'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","True","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","","","","",NA,"","True","False","",NA,NA,NA,NA,NA
"88",39661,"vwAhm3pRjCEz_jNXr9vMaA","Matt & Marie's","100 N 18th St, Ste 120","Philadelphia","PA",19103,39.9558026,-75.1694544,4,201,1,"{'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'GoodForKids': 'True', 'WiFi': ""'free'"", 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'ByAppointmentOnly': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}","Delis, Italian, Sandwiches, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '10:0-14:0', 'Wednesday': '10:0-14:0', 'Thursday': '10:0-14:0', 'Friday': '10:0-14:0'}","['Delis', 'Italian', 'Sandwiches', 'Restaurants']",1,39661,"False","True","True",1,"","True","True","True","'free'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","False","False","False","","u'none'","True","'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","False","","","",NA,"","","","",NA,NA,NA,NA,NA
"89",40107,"7QfRLE_ti1yA0NqTWKLjdw","La Viola Ovest","252 S 16th St","Philadelphia","PA",19102,39.9480118,-75.1680247,3.5,209,1,"{'Alcohol': ""u'none'"", 'BYOBCorkage': ""'yes_free'"", 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}","Restaurants, Italian","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '16:0-22:0'}","['Restaurants', 'Italian']",2,40107,"","True","True",2,"","True","True","False","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","True","False","True","","u'none'","False","'casual'","{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","'yes_free'",NA,NA,NA,NA,NA
"90",41403,"sb8-TzsXOV7IsErbpHZo3g","Positano Coast by Aldo Lamberti","212 Walnut St, Fl 2","Philadelphia","PA",19106,39.9466579,-75.144724,3.5,689,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'False', 'Alcohol': ""'full_bar'"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'HappyHour': 'True', 'Caters': 'True', 'WiFi': ""u'free'"", 'HasTV': 'True', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'GoodForDancing': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'True', 'Smoking': ""u'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BikeParking': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsDelivery': 'True'}","Breakfast & Brunch, Lounges, Seafood, Bars, Nightlife, Restaurants, Italian, Tapas Bars","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-20:30', 'Thursday': '11:30-20:30', 'Friday': '11:30-20:30', 'Saturday': '11:30-20:30', 'Sunday': '11:30-20:30'}","['Breakfast & Brunch', 'Lounges', 'Seafood', 'Bars', 'Nightlife', 'Restaurants', 'Italian', 'Tapas Bars']",2,41403,"","True","True",2,"","True","True","True","u'free'","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}","True","True","True","True","True","False","'full_bar'","False","u'casual'","{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","True","True","","u'average'","{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}","False","u'no'","{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","False",NA,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}","","","",NA,NA,NA,NA,NA
"91",41426,"ndVqbK8tlQSZM63rajPkBQ","Palizzi Filippo Social Club","1408 S 12th St","Philadelphia","PA",19147,39.9321574,-75.1644109,4.5,15,1,"{'RestaurantsTakeOut': 'False', 'GoodForKids': 'False', 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '3', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': None, u'latenight': None, u'dessert': True}"", 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': None, u'lot': False, u'validated': None}""}","Social Clubs, Arts & Entertainment, Restaurants, Italian","","['Social Clubs', 'Arts & Entertainment', 'Restaurants', 'Italian']",3,41426,"","False","",3,"","False","False","","'no'","{u'valet': False, u'garage': None, u'street': None, u'lot': False, u'validated': None}","","","","","False","","u'full_bar'","False","","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","","False","","","{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': None, u'latenight': None, u'dessert': True}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"92",41895,"5vAtunQlPFkfdTI9zn4TIw","Pitruco Pizza","","Philadelphia","PA",19104,39.9583587,-75.1953934,4.5,142,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'False', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True'}","Street Vendors, Food, Restaurants, Pizza, Food Trucks, Italian","{'Tuesday': '17:0-20:0', 'Wednesday': '17:0-20:0', 'Thursday': '17:0-20:0', 'Friday': '11:30-14:30'}","['Street Vendors', 'Food', 'Restaurants', 'Pizza', 'Food Trucks', 'Italian']",1,41895,"","True","True",1,"","True","False","True","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","True","True","False","","u'none'","True","u'casual'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}","","False","","u'average'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"93",42455,"BdTbH72RDWnPu_Qcev0ziw","Enjay's Pizza","210 S 40th St","Philadelphia","PA",19104,39.9536784,-75.2027865,4,53,1,"{'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'free'"", 'GoodForKids': 'False', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'BikeParking': 'False', 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True'}","Burgers, Restaurants, Sandwiches, Pizza, Italian","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '11:30-22:0'}","['Burgers', 'Restaurants', 'Sandwiches', 'Pizza', 'Italian']",2,42455,"","True","False",2,"","True","True","True","u'free'","","","","False","True","True","","u'full_bar'","False","'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","","True","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"94",44629,"1CCG0WYSoR8ejdgD5-Gaqg","Francoluigi's Pizzeria & Italian Restaurant","1549 S 13th St","Philadelphia","PA",19147,39.9302667,-75.1659499,4,303,1,"{'BYOBCorkage': ""'yes_corkage'"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Corkage': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Italian, Restaurants, Pizza","{'Wednesday': '15:0-22:0', 'Thursday': '15:0-22:0', 'Friday': '15:0-22:0', 'Saturday': '15:0-22:0', 'Sunday': '14:0-21:0'}","['Italian', 'Restaurants', 'Pizza']",2,44629,"","True","True",2,"","True","True","True","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","False","True","True","False","u'full_bar'","True","u'casual'","{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","True","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}","","","","",NA,"","","True","'yes_corkage'",NA,NA,NA,NA,NA
"95",44757,"4_VDvhKpKSsj7jZYdocZYA","La Viola","253 S 16th St, Apt 1","Philadelphia","PA",19102,39.947783,-75.1677739,3.5,524,1,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'True', 'GoodForKids': 'False', 'Caters': 'False', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'Corkage': 'False', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'BYOBCorkage': ""'yes_free'"", 'NoiseLevel': ""u'loud'"", 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}","Restaurants, Italian","{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '16:0-22:0'}","['Restaurants', 'Italian']",2,44757,"","False","True",2,"","True","True","False","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","True","False","True","","u'none'","False","'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","True","True","","u'loud'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","","","","",NA,"","","False","'yes_free'",NA,NA,NA,NA,NA
"96",45058,"Mt6XTQfwk2DUD3AK29YIBg","Melograno","2012 Sansom St","Philadelphia","PA",19103,39.9512428,-75.1741148,3.5,451,1,"{'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'Corkage': 'False', 'WiFi': ""u'no'"", 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'HappyHour': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'Caters': 'False', 'WheelchairAccessible': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BYOBCorkage': ""'yes_free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False'}","Italian, Restaurants","{'Monday': '0:0-0:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-20:30'}","['Italian', 'Restaurants']",3,45058,"","True","True",3,"","True","False","False","u'no'","{'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': False}","True","False","True","False","True","","u'none'","False","'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","True","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","","","","",NA,"","","False","'yes_free'",NA,NA,NA,NA,NA
"97",45498,"eJaeTZlIdM3HWCq__Ve4Wg","Tria Cafe Rittenhouse","123 S 18th St","Philadelphia","PA",19103,39.9509483,-75.1704197,4.5,880,1,"{'HasTV': 'False', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'GoodForKids': 'False', 'Alcohol': ""'beer_and_wine'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'BYOBCorkage': ""'no'"", 'Caters': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'True', 'WheelchairAccessible': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'HappyHour': 'False', 'ByAppointmentOnly': 'False', 'Smoking': ""u'no'"", 'DogsAllowed': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': None, 'brunch': False, 'breakfast': False}"", 'CoatCheck': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForDancing': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '3'}","French, Spanish, Tapas Bars, Cafes, Restaurants, Wine Bars, Modern European, Bars, Nightlife, Italian, Comedy Clubs, Greek, American (New)","{'Monday': '14:0-20:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-20:0'}","['French', 'Spanish', 'Tapas Bars', 'Cafes', 'Restaurants', 'Wine Bars', 'Modern European', 'Bars', 'Nightlife', 'Italian', 'Comedy Clubs', 'Greek', 'American (New)']",3,45498,"False","True","True",3,"True","True","True","False","u'free'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","False","False","True","False","True","True","'beer_and_wine'","False","'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}","True","True","","u'average'","{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': None, 'brunch': False, 'breakfast': False}","False","u'no'","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","False",NA,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}","","","'no'",NA,NA,NA,NA,NA
"98",46159,"8grIwJYQJ16EUImULDCdQw","Randi's Restaurant and Bar","1619 Grant Ave","Philadelphia","PA",19115,40.087697,-75.038827,3,104,1,"{'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'False', 'WiFi': ""'no'"", 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': None}"", 'RestaurantsDelivery': 'True'}","Bars, Nightlife, Restaurants, Italian","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-23:0'}","['Bars', 'Nightlife', 'Restaurants', 'Italian']",2,46159,"","True","False",2,"","True","True","True","'no'","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","True","True","True","","u'full_bar'","True","u'casual'","{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': None}","","True","","u'loud'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","","","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","False",NA,"","","","",NA,NA,NA,NA,NA
"99",46538,"gKzFir7-U5_sgvCymGPGYw","Frank's Pizza","3600 Fisk Ave","Philadelphia","PA",19129,40.0131443,-75.1942878,4,109,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': False}"", 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}""}","Pizza, Italian, Sandwiches, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:30'}","['Pizza', 'Italian', 'Sandwiches', 'Restaurants']",1,46538,"","True","True",1,"","True","True","","","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","True","True","False","","u'none'","True","u'casual'","{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}","","False","","u'average'","{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"100",46986,"DEh5BPKE8LHm4PUsH_E1ig","Pat's Pizza & Pasta","1410 S St","Philadelphia","PA",19146,39.943568,-75.166054,3,36,1,"{'WiFi': ""u'free'"", 'Caters': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'WheelchairAccessible': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'False'}","Italian, Salad, Pizza, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}","['Italian', 'Salad', 'Pizza', 'Restaurants']",NA,46986,"","True","True",NA,"","True","True","True","u'free'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","False","False","True","True","False","","u'none'","","","","False","","","","","False","","","",NA,"","","","",NA,NA,NA,NA,NA
